squareMeters,numberOfRooms,hasYard,hasPool,floors,made,hasStormProtector,basement,garage,price
302,23,1,0,30,1994,1,9024,786,34373.4
26916,70,1,1,97,2020,1,3944,823,2703096.0
62483,27,1,1,76,2003,0,3522,201,6261216.3
21149,25,1,0,35,2000,0,2306,802,2118884.0
35184,61,0,0,14,2005,0,3132,361,3520242.5
66628,85,1,0,70,1997,0,1180,723,6668709.7
85460,71,1,1,58,2003,0,6799,770,8557497.3
60186,64,1,0,12,2020,1,8750,921,6024280.0
94070,47,0,0,91,1990,1,9080,883,9411507.0
27247,42,1,1,39,2019,1,6473,405,2736774.9
9840,58,0,1,36,2012,1,6545,446,990892.2
21460,45,1,0,53,2014,1,8355,484,2151657.4
92264,72,1,1,26,1995,0,6972,828,9235289.5
9193,96,1,0,31,2018,0,4946,111,923138.8
5670,52,0,0,56,1994,0,882,814,570043.4
55645,37,0,1,57,1998,0,161,567,5571700.8
13138,3,1,0,25,2009,1,3239,423,1319407.9
15194,12,1,0,4,2009,0,1987,443,1523752.9
94254,79,1,1,35,1999,1,8107,870,9431803.9
5473,70,0,0,77,1992,0,1207,705,552681.2
28400,76,1,1,53,1996,0,6621,554,2852499.6
58280,19,1,1,12,2019,0,696,880,5836801.9
4263,20,0,1,26,2002,0,6579,987,433150.2
26492,46,0,0,6,2012,0,8278,897,2649965.2
1866,41,0,0,8,2000,0,1421,176,187470.0
8890,44,1,0,91,2001,1,2466,906,898429.1
85361,53,1,1,16,2000,0,8756,607,8543750.0
17794,71,0,0,82,1990,1,1574,752,1782969.0
42378,13,0,0,68,2010,1,3183,180,4244979.0
16490,81,1,1,62,1994,1,3740,603,1659834.4
143,27,0,0,53,2010,0,4426,911,17071.0
63798,11,1,0,55,1990,1,6025,134,6388275.0
67215,58,1,1,10,1999,1,851,273,6728090.9
57689,64,1,1,56,2011,1,6998,959,5779614.1
25821,37,0,1,58,2015,1,6389,800,2587736.5
5640,59,0,0,69,2012,0,4958,122,568560.2
87443,48,1,1,41,2012,0,2921,810,8747353.2
14829,91,0,1,67,2002,1,3275,951,1487038.2
488,28,1,0,80,1991,0,7643,660,53933.1
76859,82,1,0,13,1996,1,9005,826,7687938.6
90380,29,0,0,20,1991,0,5762,100,9039029.1
59751,49,1,1,66,1999,1,7799,836,5988688.9
47063,19,0,0,44,1993,1,9138,249,4710827.3
30126,9,0,1,34,2004,0,355,309,3017394.4
13312,26,1,1,60,2005,0,6237,766,1343890.5
37729,90,0,0,16,1993,0,5623,537,3773925.3
57160,19,1,0,27,2001,0,6595,709,5720788.1
78576,60,0,0,35,2016,1,4316,359,7861426.6
42824,20,0,0,89,2017,0,79,437,4284208.7
24943,80,0,1,37,2001,1,2741,641,2499961.1
7023,9,1,1,38,2007,1,9675,241,708136.7
79786,89,1,1,87,1990,1,4178,151,7991735.0
44149,3,1,1,28,2017,1,4054,485,4420910.7
128,38,0,1,6,1990,0,6861,442,15488.0
3573,22,0,1,80,1995,1,3114,510,363088.5
84387,97,0,0,73,2007,1,5742,885,8444076.7
98900,2,1,0,65,2007,1,6939,316,9896574.7
53454,44,1,1,89,2021,1,5328,826,5357472.1
64214,57,1,0,80,2016,1,5428,415,6430251.6
27423,47,0,0,45,2020,0,8676,275,2744762.0
17117,18,1,1,31,1997,0,3505,447,1717255.7
36122,20,1,1,7,1996,1,3511,195,3622538.6
62577,61,0,0,35,2014,0,8371,981,6258456.4
58339,33,0,0,13,2009,0,4011,679,5834718.9
14757,37,1,1,19,2004,1,6071,287,1485110.4
97915,2,1,0,51,2011,1,2625,575,9795686.1
47671,64,1,1,78,2015,0,5479,765,4773675.5
98683,82,0,1,48,1992,1,4670,638,9876937.2
55002,64,0,1,52,2007,1,2350,430,5510046.7
77690,87,1,0,60,2013,0,6027,110,7777085.3
52894,100,1,0,2,2003,1,5114,772,5293640.3
78338,51,0,1,65,2010,0,6549,472,7839471.0
45065,40,0,0,50,2003,1,3027,284,4509900.3
63755,9,0,1,77,1999,1,7286,389,6383188.9
45248,95,1,0,90,2013,0,7958,607,4530134.3
98294,50,1,0,48,2002,1,6102,227,9835842.2
42715,81,0,1,55,2003,1,4761,522,4277360.3
62054,40,0,1,98,2017,0,6991,722,6211948.7
41023,85,1,0,9,2001,0,2154,902,4108214.1
53980,70,0,0,47,2005,1,8548,553,5403271.5
82535,53,0,1,17,1997,0,2712,494,8256501.7
56127,65,1,1,69,1991,0,536,647,5621278.1
97653,53,0,1,76,2006,1,415,137,9776232.6
75927,100,1,1,38,2001,0,4681,472,7599356.1
68120,83,1,1,100,2011,1,9419,471,6820694.1
30479,65,0,1,12,2006,0,8193,766,3052380.6
57491,30,0,0,84,2011,1,2766,289,5755947.1
3349,56,0,1,53,2000,0,7763,164,340857.0
58036,22,1,0,50,2006,0,4616,509,5810570.6
22521,61,1,1,63,2016,1,8808,999,2262620.6
5034,50,1,0,43,1998,0,3093,871,508566.8
85942,73,0,0,37,2002,1,7298,521,8598513.2
41932,74,0,0,89,1990,1,2379,942,4196797.0
33997,63,1,1,99,1990,1,7949,435,3416922.0
92563,15,1,0,84,2016,1,1455,249,9263168.6
9092,40,1,0,62,1991,0,7149,455,917439.1
41087,15,1,0,42,2020,1,8904,412,4115899.0
49358,15,1,1,49,2020,0,6110,319,4943111.0
81835,6,0,0,43,2021,1,9513,875,8187964.1
32890,3,1,0,96,2003,1,3368,495,3298699.3
71693,21,1,0,19,2015,1,4893,912,7173700.5
96708,48,0,0,65,2009,1,3964,871,9677130.9
50449,16,0,1,20,2012,0,2024,866,5050044.2
56969,56,0,1,56,2017,0,3026,104,5703520.7
13631,36,0,0,69,2005,0,305,748,1368204.5
62366,36,0,0,41,2020,0,7835,178,6240017.0
56878,60,0,1,62,2015,0,8687,771,5695950.5
52671,38,0,0,37,2000,1,6327,419,5270960.0
49818,26,0,0,69,2005,0,4751,199,4983109.5
38969,31,1,1,48,2019,1,6113,352,3904399.9
52861,60,0,1,84,1996,1,9739,440,5296085.6
93003,94,0,1,17,1999,1,8476,303,9303949.9
20666,83,1,0,57,1994,1,5379,984,2072485.4
59749,57,1,1,24,1998,0,1405,938,5981892.8
3802,26,0,0,9,2015,1,4314,143,381031.5
50815,59,1,1,59,2009,0,5729,605,5091098.9
8282,84,0,1,57,1991,0,8604,568,836291.1
40141,6,0,0,25,1992,1,5131,505,4017149.2
35944,12,1,1,56,2000,1,7476,361,3601009.0
13642,64,1,1,97,2017,1,4827,143,1373231.7
72794,23,0,0,75,2019,1,5361,104,7281001.9
99062,35,0,0,47,2007,1,6902,214,9907981.7
3893,30,0,1,89,1996,1,8765,848,399892.6
62059,35,0,1,27,1990,0,5463,862,6214001.0
30559,26,0,1,43,2002,0,6318,255,3061654.2
466,83,1,1,87,2001,1,4173,182,58180.1
40782,17,1,0,87,2005,1,9795,244,4090861.5
10437,56,0,1,23,1999,1,4018,193,1050183.9
11871,38,1,0,77,2000,1,7893,797,1196124.0
50660,42,1,0,74,2016,0,3389,955,5074190.6
48637,64,1,0,83,1992,0,594,898,4872012.2
20082,97,0,0,92,2012,0,7692,336,2016445.2
52143,80,1,1,59,2007,1,2386,418,5225721.7
78563,12,1,1,96,1997,1,6449,478,7872245.7
39477,14,0,0,59,1999,0,8909,373,3950541.9
55039,2,0,1,98,1992,0,3351,725,5515121.2
24118,82,0,0,93,2013,0,5779,581,2416901.3
6270,23,1,1,42,2000,1,1781,747,636262.0
48206,8,0,1,88,2005,0,111,511,4830507.5
80212,49,0,0,92,2011,1,6821,115,8029445.1
61929,21,1,0,44,2006,1,1841,679,6197708.6
2632,23,0,0,35,1991,1,2238,359,266129.1
45278,97,1,0,21,2000,0,4086,261,4533893.0
61985,85,0,1,35,1997,1,1254,437,6204099.7
19788,72,1,0,96,2015,0,5138,862,1992318.5
65662,78,0,1,34,1993,1,8300,911,6571434.3
12922,83,1,0,34,2017,1,6376,757,1296979.7
26976,46,0,1,7,1996,0,6302,753,2703352.6
26258,22,1,1,69,2018,0,5481,991,2639003.8
87887,75,1,1,92,2009,0,5570,933,8802291.9
62054,5,0,1,72,1991,1,3994,411,6211960.1
30308,99,0,0,58,1994,0,8158,241,3032783.4
57352,1,1,0,32,1996,0,4183,655,5740389.6
81336,70,1,0,53,1995,0,2406,212,8139811.5
3770,32,1,1,22,2007,1,7193,513,386366.7
87556,49,1,1,13,2001,1,2242,828,8763636.1
77698,74,0,0,59,2015,0,7418,226,7772144.5
60283,84,1,0,63,1991,0,6074,711,6033341.1
95084,33,1,0,63,2003,1,437,387,9517011.3
734,24,0,1,21,2021,1,1498,196,76259.1
35013,9,1,0,34,2011,1,8933,886,3506141.1
2945,14,1,0,23,1998,0,322,166,299982.8
58092,76,1,0,42,2000,1,2172,329,5813987.0
94771,85,0,1,44,2006,0,1583,274,9481654.6
2726,83,1,1,37,2008,0,5909,251,279807.8
71027,23,1,0,41,2001,0,5770,607,7109174.1
28284,1,1,1,1,2003,0,8469,798,2834962.3
64307,91,1,1,67,2019,1,6824,956,6442043.9
3649,84,1,1,73,2003,0,5011,814,375031.3
69797,55,1,1,3,1995,0,6918,285,6986534.5
97428,2,1,0,76,2009,1,2064,832,9750656.9
28399,71,0,0,84,1993,0,2671,116,2844533.3
67583,99,1,0,99,2000,0,5587,638,6769148.0
18152,24,1,0,85,2001,1,561,487,1824872.1
33667,63,0,0,20,2009,1,4493,594,3369190.9
38755,15,0,1,53,2005,1,8609,802,3884790.5
45430,87,1,0,75,1999,0,3881,720,4549681.9
24937,1,0,1,27,2009,1,3706,471,2498730.9
7822,85,0,0,13,1994,0,2111,323,783295.4
56223,1,1,0,73,1993,0,4302,115,5634379.3
17454,50,1,1,74,1991,0,7634,839,1753382.1
2442,93,0,1,13,2000,0,7635,376,247791.0
31343,72,1,1,40,2018,1,9429,189,3141490.8
54757,42,0,0,60,1993,0,9867,210,5482099.3
35576,47,0,0,18,2006,1,5824,790,3559204.6
96040,23,0,0,27,1997,1,323,269,9606107.7
60617,57,0,0,39,1996,0,7114,393,6063831.6
42002,13,0,1,85,2016,0,7165,448,4208839.6
86539,24,1,1,18,1998,1,8424,482,8660203.8
72425,80,0,1,83,2002,0,49,794,7252778.2
60817,59,1,0,76,2001,1,6949,142,6086395.1
58316,85,0,1,3,1992,1,619,987,5836642.2
22777,84,0,1,44,1996,0,34,417,2282652.6
28741,2,0,0,17,2010,1,4434,241,2875379.0
78627,56,1,1,98,2007,0,3990,851,7877631.7
40556,71,1,0,93,2004,1,6862,209,4065791.4
48960,32,1,0,10,1997,0,7233,109,4901955.7
74651,81,0,1,85,1998,0,2879,964,7474283.8
24576,14,0,1,57,1998,0,8363,131,2461159.8
29819,12,1,1,61,2010,0,2642,470,2991129.0
24664,18,1,1,43,2011,1,4450,900,2471327.1
83905,94,0,1,70,2011,1,552,707,8397030.1
54748,82,0,1,21,2021,1,8566,732,5478961.1
71691,54,1,1,65,1990,1,7728,800,7176793.0
63894,52,1,1,25,1994,1,7980,112,6399046.4
51797,1,0,0,82,2011,0,8963,905,5181827.1
49008,60,0,1,78,2020,1,3993,705,4912394.0
33098,36,1,1,42,1992,0,7639,221,3319481.2
8028,74,0,0,36,1994,1,4987,546,804141.4
38190,99,1,1,13,2003,1,8081,462,3825454.3
65689,92,0,1,59,2000,1,1947,528,6578403.0
59040,11,0,0,14,1998,1,1642,130,5905531.8
52369,28,0,1,70,2009,1,8986,120,5249658.9
69311,80,0,1,89,2016,0,5614,954,6939575.6
84922,97,1,0,20,1993,1,6768,901,8498552.3
18044,13,1,1,13,2008,1,3017,617,1814360.8
91554,81,0,0,79,1999,1,9184,210,9157895.9
45939,54,0,0,5,1994,1,7483,354,4594654.4
89687,24,0,1,29,2000,1,6754,135,8974887.0
3802,99,0,1,9,2010,1,1717,289,385045.0
92548,48,0,0,73,2006,0,4146,727,9259999.6
35532,87,1,1,49,1991,1,4087,651,3566862.1
93363,58,1,0,96,2007,1,2437,160,9345397.7
18653,21,1,1,40,2020,0,4746,319,1871959.0
74263,16,1,0,81,1993,0,2046,208,7433776.3
60650,72,1,1,57,2012,1,4858,100,6074678.2
53680,62,1,0,88,2010,1,4515,515,5379297.0
47242,12,0,0,55,2003,0,2157,766,4727165.3
63040,69,1,1,97,2020,0,4057,266,6318789.0
80803,76,0,1,59,2018,0,5684,895,8083433.8
52109,65,0,0,51,1993,1,7211,647,5215011.3
83054,37,1,0,2,1991,0,6292,265,8309399.1
71997,75,1,1,44,2014,0,4305,662,7207715.4
5722,63,1,0,92,1999,0,3551,998,580706.9
10872,73,0,0,5,2001,1,3405,408,1088055.1
83710,14,0,1,3,2000,0,6533,976,8374730.0
1260,21,1,1,25,2016,0,952,773,131538.6
48496,75,1,0,61,2002,0,7310,199,4856815.2
74458,81,0,1,79,2021,1,3969,587,7452331.1
13517,48,1,0,74,2005,0,4159,814,1359844.5
66579,24,0,1,55,2021,0,2076,889,6664850.1
77247,13,1,0,44,2011,0,5712,383,7731295.1
18891,90,0,0,40,1992,0,9705,999,1892159.2
93281,93,1,1,20,1997,1,3327,132,9336444.7
9677,64,1,1,50,2008,1,2199,819,977638.8
37473,44,1,0,63,2015,1,2001,854,3755563.5
12943,7,0,1,84,1995,1,8566,854,1300343.5
87585,80,0,1,66,2017,0,6955,197,8764820.7
78612,93,0,0,9,1997,1,4301,456,7862673.7
90697,18,1,0,19,2021,1,9151,293,9075071.1
35215,19,1,1,33,2006,1,5144,976,3530988.6
30991,9,1,0,11,2005,0,7815,161,3104594.5
61846,77,1,1,45,1990,0,8142,517,6192313.0
51212,32,0,1,55,2021,1,3782,392,5130660.1
41971,22,0,0,37,2008,0,8522,359,4198560.8
72530,42,1,1,50,2017,0,5900,167,7263616.7
54159,79,1,1,41,1992,0,6417,125,5424708.2
69034,52,0,1,36,2020,0,3682,586,6907362.0
31952,33,1,0,60,2005,0,1446,587,3202868.5
75524,67,0,0,56,2019,1,4755,356,7556587.9
33023,47,0,1,23,1998,0,6182,988,3308071.8
84824,82,0,0,20,2012,0,6480,816,8483601.2
87400,60,0,0,34,1998,1,3473,479,8743395.8
45857,23,0,0,46,1995,1,7629,755,4588987.5
99412,27,1,0,2,2021,1,2554,136,9945830.1
44802,52,0,1,4,2009,1,7002,313,4484085.9
48660,17,1,0,16,1991,1,5642,500,4869321.1
67971,40,1,0,85,2018,1,2571,615,6803688.8
86385,22,1,1,57,2018,0,5966,536,8651550.8
49327,3,0,1,25,1996,1,2449,268,4935794.6
44908,41,1,1,22,2008,0,8628,512,4500929.8
5178,17,0,1,100,1990,0,7260,266,527165.0
87057,72,1,1,95,2016,0,7005,630,8716422.6
99218,83,1,0,47,1998,0,5633,735,9925260.8
64969,99,1,1,61,2001,0,1864,409,6503615.1
44857,74,0,0,95,1993,0,91,531,4493359.3
99533,74,1,1,72,2018,1,1051,942,9962942.8
97810,64,0,1,93,2010,1,1665,166,9788542.0
44731,95,1,1,70,2000,0,5070,328,4483007.0
41667,46,0,1,32,1996,1,1772,520,4174032.6
91478,41,1,1,75,2003,0,1740,819,9157875.3
10604,55,0,1,52,2002,0,7594,560,1068025.2
58687,10,0,0,83,2012,1,7951,942,5874864.2
28806,1,0,0,16,2016,1,2918,167,2882439.6
57480,47,0,1,97,2014,0,96,481,5759251.4
4821,100,1,1,49,2021,1,5865,593,491239.1
88820,91,1,1,6,2017,0,5134,256,8888431.7
21229,44,1,0,82,2020,1,5610,419,2132694.0
42057,90,0,0,17,1996,0,386,796,4206914.6
72390,75,0,1,64,2013,0,7325,415,7247720.3
91126,87,0,1,53,2007,0,56,792,9121369.7
38745,98,1,0,48,2005,0,8840,496,3883808.5
23763,86,1,0,81,1993,0,6652,317,2386943.3
17867,19,0,1,48,1994,0,5614,948,1796244.4
3503,65,0,0,58,2003,0,1675,363,354696.3
52250,58,0,0,45,2019,0,8803,679,5228826.9
84226,55,0,0,2,1996,1,6001,876,8423659.6
57950,46,1,1,71,1993,1,8422,271,5802717.3
70503,70,1,1,3,2020,1,5327,868,7058556.0
96867,69,1,1,2,1993,0,8715,377,9695169.3
86975,6,0,1,73,2019,0,6257,721,8704752.9
41302,90,1,1,44,1996,1,1704,856,4140317.6
40315,78,1,1,41,2004,0,7239,684,4036010.4
36936,32,0,1,75,2015,0,7842,600,3698154.5
19756,91,0,1,13,2003,0,1337,427,1979607.3
54369,66,1,1,46,2018,0,9773,651,5449838.8
13923,22,1,0,26,1997,1,6929,340,1399256.7
52339,21,1,0,40,2020,0,7476,243,5240271.0
14113,96,0,1,53,2014,1,1361,634,1417648.4
1189,80,1,0,12,2002,0,9607,966,123054.2
64232,43,1,1,91,1993,1,8664,604,6433095.3
80041,94,0,0,14,2006,0,5856,349,8005238.6
41325,81,1,1,12,2012,1,4438,997,4139962.2
53533,66,0,0,95,2008,0,5795,454,5357890.8
39201,25,1,1,94,2004,0,9590,406,3933162.4
79929,83,0,0,61,2001,1,1580,847,7994382.1
59520,52,0,1,40,2007,0,2588,985,5959253.7
42117,95,1,1,24,2012,0,4629,350,4218152.2
51521,13,0,0,3,1999,1,818,672,5153018.9
63048,14,1,0,27,2010,0,9411,121,6308006.0
41516,81,0,1,14,2014,0,6028,603,4156171.4
86482,38,1,1,99,1994,0,6662,672,8659872.4
75898,97,0,1,6,1990,1,6591,411,7592058.0
88174,23,0,1,84,1994,0,7601,380,8824737.4
20991,4,0,1,85,2016,0,5855,265,2104487.6
84895,84,0,1,84,2010,1,7267,775,8498401.0
75254,26,0,0,92,1995,0,6853,647,7530165.5
94030,51,0,0,26,2006,0,730,935,9404822.6
26622,47,1,0,71,2011,0,7478,374,2672589.1
73950,85,0,0,70,2013,1,5282,518,7396821.3
78463,33,0,0,79,1991,0,8866,736,7849793.1
90298,96,1,1,94,2009,1,9320,474,9044015.9
44589,44,1,1,57,2001,1,4247,233,4468398.1
49842,81,1,0,4,2021,1,8299,240,4986838.1
90103,17,1,1,93,1990,0,2112,478,9023848.0
88844,45,0,1,25,2021,1,1565,758,8887864.1
67521,32,0,0,60,2016,0,3083,292,6757641.6
53029,62,0,1,27,2010,0,8833,180,5308875.0
55176,2,1,1,18,2020,1,1285,340,5523019.0
31525,3,1,1,27,2001,0,9285,744,3163533.1
42907,62,0,0,93,2013,1,1883,415,4296273.3
68500,96,0,1,70,1999,1,8080,878,6860582.9
77913,53,1,1,64,2007,1,328,609,7801697.7
2314,62,1,1,90,2008,0,7391,376,241260.8
70033,19,0,1,31,2014,1,3645,243,7008333.4
38529,22,0,1,77,1994,0,7905,814,3861754.4
50232,94,0,1,13,2011,1,1457,651,5028282.1
9995,82,1,1,68,2017,0,9257,486,1008786.7
33971,30,1,1,60,2005,1,5221,429,3403509.5
81484,17,1,0,82,1993,1,5925,536,8154333.3
83726,50,0,0,46,1997,0,6460,167,8374005.7
14700,31,1,0,93,2021,0,4503,516,1473984.1
40268,26,1,0,52,2008,1,5220,433,4033464.8
19303,90,0,0,23,1999,1,7175,154,1932867.9
68035,25,0,1,41,1992,0,1125,114,6809011.2
3853,44,1,1,86,2019,1,7642,933,398973.9
16765,97,1,0,45,2018,1,9340,869,1682708.8
44484,92,1,0,19,2005,0,3830,116,4451848.5
50967,54,1,0,14,2007,0,9533,566,5101814.7
4592,60,1,0,99,2013,1,9026,275,469343.3
73642,25,1,0,24,2002,0,5096,294,7371124.2
66731,4,0,1,83,1999,0,4079,711,6682700.9
71350,55,1,0,52,2017,0,4439,633,7140522.7
76439,15,0,1,59,1997,1,505,262,7651662.7
40509,97,0,0,16,1994,1,31,611,4052267.4
41313,96,0,1,96,2003,1,6342,895,4144107.3
40849,75,0,0,21,2007,0,7070,793,4086314.7
2760,5,0,1,60,2015,1,4978,632,282475.5
13121,51,1,0,94,2000,0,2124,108,1323713.0
88768,47,1,1,24,1994,1,542,786,8882245.4
13603,61,1,1,66,2014,0,2994,767,1372325.4
15001,66,1,0,15,1993,0,6663,964,1502336.3
70990,77,1,1,51,2008,1,423,688,7107294.8
71893,1,1,0,100,2012,0,2997,108,7201486.2
44240,11,1,1,26,2009,1,906,392,4432732.9
51616,52,0,1,20,2015,0,9285,310,5164531.5
3372,12,1,0,90,1997,0,8817,148,346109.7
9833,23,1,0,66,2003,1,3157,895,990437.3
86887,16,1,1,37,2014,1,2944,642,8696709.4
54087,91,1,0,78,1999,0,4466,656,5416199.9
41161,27,0,1,7,1996,1,3694,278,4119394.6
59240,81,1,0,42,2002,0,5215,839,5928857.2
90576,95,0,0,96,2009,0,4517,298,9060592.9
61449,49,1,0,19,2020,1,3462,770,6151098.0
59730,70,1,1,24,1993,0,431,760,5981354.3
86044,43,0,0,89,2009,0,4381,708,8610913.9
88759,25,0,1,51,2001,1,295,778,8879992.1
82019,5,1,0,81,2012,1,2986,298,8209073.2
21129,95,0,0,21,2007,1,9162,764,2114999.7
16909,23,0,1,49,2016,0,8251,715,1696771.6
87591,58,0,1,99,2007,1,960,322,8769079.7
49186,23,0,0,4,1991,1,6893,545,4919477.1
88564,22,1,0,37,2014,1,5308,698,8858892.4
87146,8,1,0,90,2001,0,8177,210,8725424.1
68010,1,1,1,71,2010,1,612,769,6812854.0
12480,2,1,0,55,2015,1,3084,578,1251446.5
76231,24,1,1,89,2009,1,9882,335,7633398.9
46525,14,1,1,66,1999,1,8748,496,4662730.9
6807,53,0,1,19,2008,0,2693,503,687517.8
40077,85,1,0,90,2011,1,2350,935,4020046.1
82519,97,0,1,93,2002,1,7446,815,8259491.2
21038,15,1,0,90,2007,0,7527,365,2110409.7
21751,71,0,0,82,1995,1,782,583,2178623.5
52348,22,0,1,79,2006,1,1173,736,5239471.6
82321,27,1,0,57,2009,0,7608,732,8240224.9
39073,91,0,0,17,1992,1,6671,962,3909080.2
36945,35,0,0,31,2006,1,8900,192,3696745.6
4105,97,0,1,55,2014,1,2978,829,419095.4
83776,21,1,1,33,2020,1,4170,577,8381763.0
56812,100,0,0,46,2013,1,2325,190,5683565.3
72735,86,0,1,96,2000,0,897,200,7280576.0
94716,92,1,1,7,2009,0,1785,680,9479703.9
63334,36,1,1,18,1996,1,585,428,6343542.6
93232,60,1,1,86,2005,1,3326,379,9336064.5
11063,47,0,1,13,1997,1,1039,940,1112469.7
72772,76,0,1,26,2006,1,2565,529,7280658.6
53874,70,1,0,73,2009,0,9762,540,5389567.9
18160,10,1,1,49,2019,0,1495,605,1827114.9
34571,80,0,1,98,1996,1,8518,676,3464365.6
21991,55,0,0,4,2011,0,1279,272,2199707.1
91592,50,0,1,96,1990,1,4141,165,9169563.0
9494,62,1,0,82,2015,0,9288,932,956275.5
8747,91,0,0,48,1999,1,9242,774,878147.9
74458,64,1,0,38,1996,0,4644,875,7453820.6
19326,81,1,1,44,2021,1,6046,676,1942134.1
21394,10,0,0,16,2017,1,7591,277,2141175.7
43239,83,1,1,2,1996,0,3420,820,4330567.6
90215,1,0,0,48,2002,0,4332,499,9023674.2
93349,79,0,0,94,1995,1,4663,556,9342473.5
50226,60,1,0,7,2011,1,6669,414,5025237.1
46135,26,1,1,39,1990,1,623,174,4621995.0
16842,29,1,0,49,2007,1,4156,458,1690854.7
80815,39,1,0,95,1991,0,4318,306,8090478.1
88291,41,0,1,16,1997,1,9289,558,8832821.7
68481,29,1,0,96,2018,0,2678,744,6854417.8
41786,92,1,0,69,2003,0,2708,407,4188833.3
16661,43,1,1,61,1999,0,3422,148,1675849.9
6415,49,1,0,10,2008,0,6429,785,646205.8
1440,93,1,0,49,2012,0,257,507,150945.2
89115,16,0,1,97,2001,0,6854,360,8925347.1
55529,26,1,0,8,2006,1,58,849,5555606.6
54924,12,0,1,69,1995,0,5424,534,5501007.5
99819,37,1,0,21,1992,0,6344,213,9986201.2
34608,71,1,0,52,1992,1,8695,902,3468236.2
91036,45,0,0,7,2018,1,6440,114,9104801.8
62105,20,0,1,33,1994,0,934,724,6216917.4
41751,80,1,1,13,1998,0,6917,343,4186067.8
54016,21,1,1,19,1996,1,9129,772,5406725.6
40809,75,1,1,12,1990,1,638,133,4088548.0
20453,35,1,1,4,1998,0,3657,538,2050744.8
92974,48,1,0,59,2006,0,8907,595,9301880.6
9612,7,0,0,14,2005,1,1158,603,963488.5
9367,43,0,0,88,2002,0,1101,933,941614.2
83963,83,1,1,35,1994,0,7079,702,8406700.4
54980,50,0,0,15,2012,1,5595,355,5499011.2
70226,30,0,1,77,2008,1,8583,790,7032304.8
31786,9,1,0,25,2009,0,7818,567,3182233.9
28320,76,0,0,3,2017,1,1721,391,2833009.7
34893,45,1,1,21,1995,0,3494,897,3495808.5
88648,99,1,0,34,2001,1,7161,996,8870854.1
25251,31,0,0,27,2009,0,4886,856,2527587.9
8922,15,1,0,11,2014,1,1832,878,895070.4
39535,44,1,0,30,1996,0,5352,946,3958503.6
87047,55,1,0,30,2005,0,287,397,8709056.5
64851,13,0,1,88,1998,0,2127,301,6492448.8
34575,60,1,0,67,2001,0,5990,190,3465378.1
81837,30,0,0,12,2017,1,1009,513,8185059.7
25508,22,0,1,48,1994,0,4173,629,2560432.4
38701,64,0,1,43,1994,0,1762,662,3872401.4
4771,3,1,1,8,2008,1,260,150,485217.8
57841,25,1,0,40,2010,1,6340,303,5788581.0
11029,93,1,0,29,2010,1,8494,1000,1107498.0
58836,74,1,1,2,2017,0,8529,906,5888214.7
7438,70,1,1,20,2003,1,7412,921,753012.3
81498,95,1,1,28,2007,1,8658,787,8158900.7
70077,65,0,0,43,1990,0,6088,669,7012548.0
69882,74,0,1,96,2021,1,8172,517,7001142.1
16131,92,1,1,67,2011,1,8820,625,1625583.1
3524,83,1,1,84,1999,0,9642,641,362218.9
66843,40,0,1,4,1990,0,911,760,6686549.0
89168,7,0,1,68,2021,0,8588,982,8921146.1
28977,65,1,0,67,2008,1,4188,818,2905297.8
82188,54,0,1,100,2010,1,516,847,8228878.0
98704,3,1,1,34,1995,0,2485,826,9879924.5
89823,34,1,0,55,1990,1,5285,751,8990716.0
37410,41,0,1,8,2007,1,5129,574,3743925.7
13501,63,1,1,71,1999,1,9039,643,1356995.9
69696,34,0,1,13,2002,0,9049,112,6974054.2
43224,77,0,1,74,1991,0,3921,157,4326846.1
23547,2,1,1,79,2004,1,2027,467,2368617.4
37876,14,1,0,6,2001,0,7969,949,3789943.1
34260,6,1,0,1,2010,0,8429,924,3431013.0
56422,26,1,1,18,1994,1,3405,740,5650731.4
64380,48,0,1,79,2006,0,1690,433,6445810.6
75801,70,1,1,99,1992,0,6654,151,7590022.2
63147,3,0,1,94,1999,1,3837,350,6318843.9
51490,96,1,0,61,1998,0,3815,779,5157896.8
57060,74,1,1,54,1992,1,3248,709,5713895.2
74335,22,0,1,95,2010,0,2138,850,7440756.0
4161,28,1,0,87,1990,0,5298,961,423978.0
80257,3,1,0,35,2000,0,7626,355,8028585.0
85531,77,1,1,97,2008,0,5042,164,8563383.8
36311,71,1,1,33,2005,0,4167,476,3638456.5
35585,87,0,0,65,2008,0,8902,625,3561895.8
41965,17,1,1,16,2009,0,7008,969,4202078.9
49632,67,1,1,77,2007,1,7916,920,4975941.7
88906,97,1,1,42,1999,0,4179,674,8900096.9
43108,91,1,1,48,1996,1,1750,294,4317950.6
72350,63,0,1,70,2021,1,3686,397,7240015.1
2767,16,1,0,84,2016,0,5401,380,282383.6
90417,13,0,0,88,1996,0,301,771,9043733.6
52963,46,1,0,98,1993,0,21,873,5304444.3
40124,40,1,1,8,2015,1,5020,256,4020581.5
2834,32,1,1,100,1993,1,7674,886,298607.3
44810,37,1,1,61,1999,1,154,756,4496102.9
16551,19,0,0,65,2017,0,2960,900,1659456.7
69940,26,1,1,75,2006,1,6442,786,7005549.6
80068,50,1,0,62,2008,1,2497,936,8014310.8
41483,67,1,1,92,2007,0,5213,687,4157252.7
7966,92,1,1,74,1996,0,4786,218,806178.6
11660,99,1,1,34,1994,1,2253,463,1175301.4
